Upload Photo,Prediction,Analysis Chart,timestamp
.gradio/flagged/Upload Photo/89fa299f777c50b68bc8/pexels-1139254-2173382.jpg,"{""label"": ""Aesthetic Score: 0.54"", ""confidences"": null}",.gradio/flagged/Analysis Chart/760362f809913d0d58a9/image.webp,2025-11-30 15:58:33.659994
